Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0061684~chaperone-mediated autophagy	2	1.8867924528301887	0.03121076326530766	HSPA8, HSP90AA1	105	6	19734	62.64761904761905	0.9999999999999999	0.3282703493440395	0.31322230276969476
GOTERM_BP_DIRECT	GO:0042773~ATP synthesis coupled electron transport	2	1.8867924528301887	0.03121076326530766	MT-ND4, MT-ND5	105	6	19734	62.64761904761905	0.9999999999999999	0.3282703493440395	0.31322230276969476
GOTERM_BP_DIRECT	GO:0070434~positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway	2	1.8867924528301887	0.03121076326530766	HSPA1B, HSPA1A	105	6	19734	62.64761904761905	0.9999999999999999	0.3282703493440395	0.31322230276969476
GOTERM_BP_DIRECT	GO:0051715~cytolysis in another organism	2	1.8867924528301887	0.03121076326530766	GBP2, GBP1	105	6	19734	62.64761904761905	0.9999999999999999	0.3282703493440395	0.31322230276969476
GOTERM_BP_DIRECT	GO:0045892~negative regulation of DNA-templated transcription	8	7.547169811320755	0.03188726830129043	GREM1, HSPA8, SFPQ, JUN, IRF1, CALR, PARP14, SF1	105	573	19734	2.6239840438793323	1.0	0.33117449880674965	0.31599332483767956
GOTERM_BP_DIRECT	GO:0050830~defense response to Gram-positive bacterium	4	3.7735849056603774	0.03204914504581448	HLA-A, GBP2, GBP4, HLA-E	105	131	19734	5.738713195201745	1.0	0.33117449880674965	0.31599332483767956
GOTERM_BP_DIRECT	GO:0048661~positive regulation of smooth muscle cell proliferation	3	2.8301886792452833	0.03295633521792199	STAT1, CCL5, IGF1	105	54	19734	10.44126984126984	1.0	0.337587503362714	0.3221123546516897
GOTERM_BP_DIRECT	GO:0006366~transcription by RNA polymerase II	5	4.716981132075472	0.03581257071236507	NR4A1, IRF1, FOSB, FOS, ESR1	105	235	19734	3.9987841945288753	1.0	0.3636828301652246	0.34701146104050296
GOTERM_BP_DIRECT	GO:0090027~negative regulation of monocyte chemotaxis	2	1.8867924528301887	0.03631792469244899	GREM1, DUSP1	105	7	19734	53.69795918367347	1.0	0.3656625238265377	0.34890040473771505
GOTERM_BP_DIRECT	GO:1902895~positive regulation of miRNA transcription	3	2.8301886792452833	0.03994620919372395	EGR1, JUN, FOS	105	60	19734	9.397142857142857	1.0	0.3987850375441255	0.38050456893004847
GOTERM_BP_DIRECT	GO:0045590~negative regulation of regulatory T cell differentiation	2	1.8867924528301887	0.041398420246372164	MDK, IRF1	105	8	19734	46.985714285714295	1.0	0.40639449208522005	0.38776520297435263
GOTERM_BP_DIRECT	GO:0140059~dendrite arborization	2	1.8867924528301887	0.041398420246372164	TPBG, PTN	105	8	19734	46.985714285714295	1.0	0.40639449208522005	0.38776520297435263
GOTERM_BP_DIRECT	GO:0032757~positive regulation of interleukin-8 production	3	2.8301886792452833	0.04488907372363073	CD74, HSPA1B, HSPA1A	105	64	19734	8.809821428571428	1.0	0.43343712169210663	0.41356818742099133
GOTERM_BP_DIRECT	GO:0000381~regulation of alternative mRNA splicing, via spliceosome	3	2.8301886792452833	0.04488907372363073	RBM25, DDX5, HNRNPU	105	64	19734	8.809821428571428	1.0	0.43343712169210663	0.41356818742099133
GOTERM_BP_DIRECT	GO:0030199~collagen fibril organization	3	2.8301886792452833	0.0461585296173584	GREM1, CYP1B1, DPT	105	65	19734	8.674285714285714	1.0	0.43429295913154314	0.4143847929234758
GOTERM_BP_DIRECT	GO:0090063~positive regulation of microtubule nucleation	2	1.8867924528301887	0.0464523878188238	HSPA1B, HSPA1A	105	9	19734	41.765079365079366	1.0	0.43429295913154314	0.4143847929234758
GOTERM_BP_DIRECT	GO:0045647~negative regulation of erythrocyte differentiation	2	1.8867924528301887	0.0464523878188238	ZFP36, MAFB	105	9	19734	41.765079365079366	1.0	0.43429295913154314	0.4143847929234758
GOTERM_BP_DIRECT	GO:0002232~leukocyte chemotaxis involved in inflammatory response	2	1.8867924528301887	0.0464523878188238	MDK, PTN	105	9	19734	41.765079365079366	1.0	0.43429295913154314	0.4143847929234758
GOTERM_BP_DIRECT	GO:0009611~response to wounding	3	2.8301886792452833	0.047441134720479027	ZFP36, MDK, FN1	105	66	19734	8.542857142857143	1.0	0.440044540950585	0.4198727198883341
GOTERM_BP_DIRECT	GO:0042531~positive regulation of tyrosine phosphorylation of STAT protein	3	2.8301886792452833	0.04873671817380973	CCL5, IGF1, PARP14	105	67	19734	8.415351812366737	1.0	0.4450531318507586	0.42465171494079174
GOTERM_BP_DIRECT	GO:1901224~positive regulation of non-canonical NF-kappaB signal transduction	3	2.8301886792452833	0.04873671817380973	GREM1, DDX3X, CALR	105	67	19734	8.415351812366737	1.0	0.4450531318507586	0.42465171494079174
GOTERM_BP_DIRECT	GO:0002729~positive regulation of natural killer cell cytokine production	2	1.8867924528301887	0.051479964582748464	HLA-F, HLA-E	105	10	19734	37.588571428571434	1.0	0.46292670441586026	0.44170595565655935
GOTERM_BP_DIRECT	GO:0019885~antigen processing and presentation of endogenous peptide antigen via MHC class I	2	1.8867924528301887	0.051479964582748464	HLA-A, B2M	105	10	19734	37.588571428571434	1.0	0.46292670441586026	0.44170595565655935
GOTERM_BP_DIRECT	GO:0045766~positive regulation of angiogenesis	4	3.7735849056603774	0.05506766705115549	GREM1, C3, CYP1B1, PGF	105	163	19734	4.612094653812446	1.0	0.4907160790310851	0.46822145401607784
GOTERM_BP_DIRECT	GO:0043124~negative regulation of canonical NF-kappaB signal transduction	3	2.8301886792452833	0.05540342827770316	NFKBIA, STAT1, ESR1	105	72	19734	7.830952380952381	1.0	0.4907160790310851	0.46822145401607784
GOTERM_BP_DIRECT	GO:0002726~positive regulation of T cell cytokine production	2	1.8867924528301887	0.05648128701542833	HLA-A, B2M	105	11	19734	34.17142857142858	1.0	0.49285152669758947	0.4702590118914181
GOTERM_BP_DIRECT	GO:0002064~epithelial cell development	2	1.8867924528301887	0.05648128701542833	B4GALT1, ESR1	105	11	19734	34.17142857142858	1.0	0.49285152669758947	0.4702590118914181
GOTERM_BP_DIRECT	GO:0032868~response to insulin	3	2.8301886792452833	0.060953490345602754	EGR1, TNFSF10, FOS	105	76	19734	7.4187969924812025	1.0	0.5027482380224451	0.47970205393652654
GOTERM_BP_DIRECT	GO:2000347~positive regulation of hepatocyte proliferation	2	1.8867924528301887	0.06145649089578276	MDK, PTN	105	12	19734	31.323809523809526	1.0	0.5027482380224451	0.47970205393652654
GOTERM_BP_DIRECT	GO:0016045~detection of bacterium	2	1.8867924528301887	0.06145649089578276	HLA-B, HLA-A	105	12	19734	31.323809523809526	1.0	0.5027482380224451	0.47970205393652654
GOTERM_BP_DIRECT	GO:0033687~osteoblast proliferation	2	1.8867924528301887	0.06145649089578276	JUNB, CTHRC1	105	12	19734	31.323809523809526	1.0	0.5027482380224451	0.47970205393652654
GOTERM_BP_DIRECT	GO:0070585~protein localization to mitochondrion	2	1.8867924528301887	0.06145649089578276	DNAJA1, ISG15	105	12	19734	31.323809523809526	1.0	0.5027482380224451	0.47970205393652654
GOTERM_BP_DIRECT	GO:0007406~negative regulation of neuroblast proliferation	2	1.8867924528301887	0.06145649089578276	BTG2, PTN	105	12	19734	31.323809523809526	1.0	0.5027482380224451	0.47970205393652654
GOTERM_BP_DIRECT	GO:0034392~negative regulation of smooth muscle cell apoptotic process	2	1.8867924528301887	0.06145649089578276	IGF1, ESR1	105	12	19734	31.323809523809526	1.0	0.5027482380224451	0.47970205393652654
GOTERM_BP_DIRECT	GO:0035455~response to interferon-alpha	2	1.8867924528301887	0.06145649089578276	BST2, IFITM1	105	12	19734	31.323809523809526	1.0	0.5027482380224451	0.47970205393652654
GOTERM_BP_DIRECT	GO:0032330~regulation of chondrocyte differentiation	2	1.8867924528301887	0.06145649089578276	MDK, TRPS1	105	12	19734	31.323809523809526	1.0	0.5027482380224451	0.47970205393652654
GOTERM_BP_DIRECT	GO:0043484~regulation of RNA splicing	3	2.8301886792452833	0.062369764115419994	HNRNPH1, FUS, CCNL1	105	77	19734	7.322448979591837	1.0	0.5067005663997569	0.48347320597056603
GOTERM_BP_DIRECT	GO:0048511~rhythmic process	3	2.8301886792452833	0.06523572536434341	EGR1, SFPQ, DDX5	105	79	19734	7.137070524412297	1.0	0.5134317223826321	0.48989580302044017
GOTERM_BP_DIRECT	GO:0060213~positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	2	1.8867924528301887	0.06640571130977119	ZFP36, BTG2	105	13	19734	28.914285714285715	1.0	0.5134317223826321	0.48989580302044017
GOTERM_BP_DIRECT	GO:0051450~myoblast proliferation	2	1.8867924528301887	0.06640571130977119	FOS, IGF1	105	13	19734	28.914285714285715	1.0	0.5134317223826321	0.48989580302044017
GOTERM_BP_DIRECT	GO:0010818~T cell chemotaxis	2	1.8867924528301887	0.06640571130977119	CXCL10, CXCL11	105	13	19734	28.914285714285715	1.0	0.5134317223826321	0.48989580302044017
GOTERM_BP_DIRECT	GO:0043922~negative regulation by host of viral transcription	2	1.8867924528301887	0.06640571130977119	JUN, CCL5	105	13	19734	28.914285714285715	1.0	0.5134317223826321	0.48989580302044017
GOTERM_BP_DIRECT	GO:0060333~type II interferon-mediated signaling pathway	2	1.8867924528301887	0.06640571130977119	STAT1, IRF1	105	13	19734	28.914285714285715	1.0	0.5134317223826321	0.48989580302044017
GOTERM_BP_DIRECT	GO:0031053~primary miRNA processing	2	1.8867924528301887	0.06640571130977119	DDX5, HNRNPA2B1	105	13	19734	28.914285714285715	1.0	0.5134317223826321	0.48989580302044017
GOTERM_BP_DIRECT	GO:0071347~cellular response to interleukin-1	3	2.8301886792452833	0.0666851048595439	CCL5, GBP2, GBP1	105	80	19734	7.047857142857143	1.0	0.5134317223826321	0.48989580302044017
GOTERM_BP_DIRECT	GO:0001913~T cell mediated cytotoxicity	2	1.8867924528301887	0.07622673858925338	HLA-A, B2M	105	15	19734	25.05904761904762	1.0	0.5647490443908206	0.5388607180774894
GOTERM_BP_DIRECT	GO:0045745~positive regulation of G protein-coupled receptor signaling pathway	2	1.8867924528301887	0.07622673858925338	C3, CCL5	105	15	19734	25.05904761904762	1.0	0.5647490443908206	0.5388607180774894
GOTERM_BP_DIRECT	GO:1903265~positive regulation of tumor necrosis factor-mediated signaling pathway	2	1.8867924528301887	0.07622673858925338	HSPA1B, HSPA1A	105	15	19734	25.05904761904762	1.0	0.5647490443908206	0.5388607180774894
GOTERM_BP_DIRECT	GO:0045176~apical protein localization	2	1.8867924528301887	0.07622673858925338	ARF4, ACTB	105	15	19734	25.05904761904762	1.0	0.5647490443908206	0.5388607180774894
GOTERM_BP_DIRECT	GO:0045953~negative regulation of natural killer cell mediated cytotoxicity	2	1.8867924528301887	0.07622673858925338	HLA-F, HLA-E	105	15	19734	25.05904761904762	1.0	0.5647490443908206	0.5388607180774894
GOTERM_BP_DIRECT	GO:0051412~response to corticosterone	2	1.8867924528301887	0.07622673858925338	FOSB, FOS	105	15	19734	25.05904761904762	1.0	0.5647490443908206	0.5388607180774894
GOTERM_BP_DIRECT	GO:0002690~positive regulation of leukocyte chemotaxis	2	1.8867924528301887	0.08109881218594382	MDK, PTN	105	16	19734	23.492857142857147	1.0	0.5934139744675818	0.5662116360794244
GOTERM_BP_DIRECT	GO:0051897~positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction	4	3.7735849056603774	0.0811032681572841	CCL5, TPBG, FN1, IGF1	105	192	19734	3.9154761904761908	1.0	0.5934139744675818	0.5662116360794244
GOTERM_BP_DIRECT	GO:0008380~RNA splicing	4	3.7735849056603774	0.09009481830076799	HSPA8, SFPQ, RBM25, FUS	105	201	19734	3.7401563610518838	1.0	0.6551339256685474	0.6251023195682914
GOTERM_BP_DIRECT	GO:0002250~adaptive immune response	6	5.660377358490567	0.09076892204585808	PDIA3, ALCAM, HLA-B, HLA-C, HLA-A, HLA-E	105	452	19734	2.4948166877370417	1.0	0.6553328053448435	0.6252920825191886
GOTERM_BP_DIRECT	GO:0034976~response to endoplasmic reticulum stress	3	2.8301886792452833	0.09123478784087805	PDIA3, JUN, HSPA5	105	96	19734	5.873214285714285	1.0	0.6553328053448435	0.6252920825191886
GOTERM_BP_DIRECT	GO:0001934~positive regulation of protein phosphorylation	4	3.7735849056603774	0.0952635855995018	C3, CD74, HSP90AA1, PGF	105	206	19734	3.649375866851595	1.0	0.6801242656740188	0.6489470922050911
GOTERM_BP_DIRECT	GO:0017148~negative regulation of translation	3	2.8301886792452833	0.09773269690611226	BTG2, DDX3X, CALR	105	100	19734	5.638285714285714	1.0	0.6911892233966398	0.6595048277570654
